,track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
2476,13plQdOoWSSXPRUSZc5FuM,I Know You Want Me (Calle Ocho),Pitbull,"Haha It's Mr. 305 checkin' in for the remix You know that is 75 Street Brazil? Well this here is gon' be called Calle Ocho Hahahaha ¿Qué bola Cata, qué bola Omega? And this how we gon' do it, dale One, two, three, four Uno, do', tres, cuatro I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya; Haha) One, two, three, four Uno, do', tres, cuatro Rumba (Sí) Ella quiere su rumba (¿Cómo?) Rumba (Sí) Ella quiere su rumba (¿Cómo?) Si e' verdad que tú ere' guapa Yo te voy a poner gozar Tú tienes la boca grande Dale ponte a jugar (Como) One, two, three, four Uno, do', tres, cuatro (Wooooo!) Tick to the tock, on my way to the top, huh Pit got it locked from goons to the locks, yuh R.I.P., uh, BIG and Pac That he's not, but damn he's hot Label flop but Pit won't stop Got her in the cockpit playin' with Pit's (¿Cómo?) Now watch me make a movie like Albert Hitchcock, haha (Enjoy me) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya; Haha) One, two, three, four Uno, do', tres, cuatro Rumba (Sí) Ella quiere su rumba (¿Cómo?) Rumba (Sí) Ella quiere su rumba (¿Cómo?) Si e' verdad que tú ere' guapa Yo te voy a poner gozar Tú tienes la boca grande Dale ponte a jugar (Como) One, two, three, four Uno, do', tres, cuatro (Wooooo!) Mami got an ass like a donkey, with a monkey Look like King Kong (Woo) Welcome to the crib, 305, that's what it is With a woman down here ya (Shh) They don't play games They off the chain, and they love to do Everythang and anythang, anythang And they love to get it in, get it on All night long (Dale) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya; Haha) One, two, three, four Uno, do', tres, cuatro Rumba (Sí) Ella quiere su rumba (¿Cómo?) Rumba (Sí) Ella quiere su rumba (¿Cómo?) Si e' verdad que tú ere' guapa Yo te voy a poner gozar Tú tienes la boca grande Dale ponte a jugar (Como) One, two, three, four Uno, do', tres, cuatro Baby, you can get it, if you with it, we can play Baby, I got cribs, I got condos we can stay Even got a king-size mattress we can lay Baby, I don't care, I don't care, what they say, 'cause I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya) I know you want me (Want me) You know I want ya (Want ya) I know you want me You know I want ya (Want ya; Haha) One, two, three, four Uno, do', tres, cuatro Rumba (Sí) Ella quiere su rumba (¿Cómo?) Rumba (Sí) Ella quiere su rumba (¿Cómo?) Si e' verdad que tú ere' guapa Yo te voy a poner gozar Tú tienes la boca grande Dale ponte a jugar (Como) One, two, three, four Uno, do', tres, cuatro",63,4RaAjieYFIZRF8uh6GY43r,Pitbull Starring In Rebelution,2009-08-27,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.8170000000000001,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120,en
2491,13yEuYLJYxPCLJR0KNOqpk,High,James Blunt,"Beautiful dawn Lights up the shore for me There is nothing else in the world I'd rather wake up and see with you Beautiful dawn I'm just chasing time again Thought I would die a lonely man In endless night But now I'm high Running wild among all the stars above Sometimes it's hard to believe you remember me Beautiful dawn (beautiful dawn) Melt with the stars again Do you remember the day when my journey began? Will you remember the end of time? Beautiful dawn  (beautiful dawn) You're just blowing my mind again Thought I was born to endless night, until you shine High Running wild among all the stars above Sometimes it's hard to believe you remember me Will you be my shoulder when I'm grey and older? Promise me tomorrow starts with you Getting high Running wild among all the stars above Sometimes it's hard to believe you remember me High Running wild among all the stars above Sometimes it's hard to believe you remember me",56,1ekaxA9Q5GzUPCepx4wzMF,Back to Bedlam,2005-08-08,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.541,0.602,10,-6.033,1,0.0257,0.259,1.37e-06,0.125,0.446,81.32,243280,en
2534,14sVnTYvfzo9sQM4RkQTaq,You Were Meant For Me,Jewel,"I hear the clock, it's six A.M I feel so far from where I've been I got my eggs, I got my pancakes too I got my maple syrup, everything but you I break the yolks and make a smiley face I kinda like it in my brand new place Wipe the spots up off the mirror Don't leave my keys in the door I never put wet towels on the floor anymore 'cause... Dreams last so long Even after you're gone I know that you love me And soon you will see You were meant for me And I was meant for you I called my momma, she was out for a walk Consoled a cup of coffee but it didn't wanna talk So I picked up the paper, it was more bad news More hearts being broken or people being used Put on my coat in the pouring rain I saw a movie and it just wasn't the same Cause it was happy or I was sad And it made me miss you oh so bad 'cause... Dreams last for so long Even after you're gone And I know that you love me And soon you will see You were meant for me And I was meant for you I go about my business, I'm doing fine Besides what would I say if I had you on the line? Same old story, not much to say Hearts are broken, everyday I brush my teeth, I put the cap back on I know you hate it when I leave the light on I pick a book up and then I turn the sheets down And then I take a deep breath and a good look around Put on my pj's and hop into bed I'm half alive but I feel mostly dead I try and tell myself it'll all be alright I just shouldn't think anymore tonight 'cause... Dreams last so long Even after you're gone And I know that you love me And soon you will see You were meant for me And I was meant for you Yeah, you were meant for me and I was meant for you",65,3og7zxtvC4EmQiLrjg3Pf6,Pieces Of You,1995-02-28,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.5820000000000001,0.33,6,-7.928,1,0.0347,0.7909999999999999,1.48e-06,0.105,0.407,111.873,254480,en
2543,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,"Riders on the storm Riders on the storm Into this house we're born Into this world we're thrown Like a dog without a bone, an actor out on loan Riders on the storm There's a killer on the road His brain is squirmin' like a toad Take a long holiday Let your children play If you give this man a ride, sweet family will die Killer on the road Girl you gotta love your man Girl you gotta love your man Take him by the hand Make him understand The world on you depends, our life will never end Gotta love your man Riders on the storm Riders on the storm Into this house we're born Into this world we're thrown Like a dog without a bone, an actor out on loan Riders on the storm Riders on the storm Riders on the storm Riders on the storm Riders on the storm",74,7IKUTIc9UWuVngyGPtqNHS,L.A. Woman,1971-04-19,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.5489999999999999,0.722,11,-11.729,0,0.0283,0.25,0.0138,0.11,0.716,103.885,434720,en
2555,15BSoozSq9X6kLmXwhUX8A,The Ghost in You,The Psychedelic Furs,"A man in my shoes runs a light And all the papers lied tonight But falling over you Is the news of the day Angels fall like rain And love, love, love, love is all of heaven away (Love, love, love) Inside you the time moves And she don't fade The ghost in you She don't fade Inside you the time moves And she don't fade (Don't fade) A race is on I'm on your side And hearing you my engines die I'm in a mood for you For running away Stars come down in you And love, love, love you can't give it away (love, love, love, love) Inside you the time moves And she don't fade The ghost in you She don't fade Inside you the time moves And she don't fade (in you) Don't you go It makes no sense When all your talking supermen Just take away the time And get in the way Ain't it just like rain And love, love, love, love is only heaven away (love, love, love, love) Inside you the time moves And she don't fade The ghost in you She don't fade Inside you the time moves And she don't fade The ghost in you She don't fade Inside you the time moves And she don't fade The ghost in you She don't fade Inside you the time moves And she don't fade",44,4AZLte5qWw6ximP9JswLZm,All Of This And Nothing,1988-01-01,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0.585,0.476,10,-14.432,1,0.0285,0.0943,1.59e-06,0.0904,0.74,123.511,257000,en
2571,15MJ5NThPjj6xhPcts8MiY,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,"Watching every motion in my foolish lover's game On this endless ocean, finally lovers know no shame Turning and returning to some secret place inside Watching in slow motion as you turn around and say Take my breath away Take my breath away Watching, I keep waiting, still anticipating love Never hesitating to become the fated ones Turning and returning to some secret place to find Watching in slow motion as you turn to me and say My love, take my breath away Through the hourglass I saw you In time you slipped away When the mirror crashed I called you And turned to hear you say ""If only for today, I am unafraid"" Take my breath away Take my breath away Watching every motion in this foolish lover's game Haunted by the notion, somewhere there's a love in flames Turning and returning to some secret place inside Watching in slow motion as you turn my way and say Take my breath away My love, take my breath away My love, take my breath away My love, take my breath away My love",70,6K8iDZW8jPaoiqSzFFebJA,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),1999-01-01,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.4970000000000001,0.7190000000000001,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,255733,en
2575,15rjQH7nTcTomKwfVMd4xl,Go Your Own Way,Fleetwood Mac,"Loving you isn't the right thing to do How can I ever change things that I feel? If I could, maybe I'd give you my world How can I when you won't take it from me? You can go your own way (go your own way) You can call it another lonely day You can go your own way (go your own way) Tell me why everything turned around Packing up, shacking up's all you wanna do If I could, baby, I'd give you my world Open up, everything's waiting for you You can go your own way (go your own way) You can call it another lonely day You can go your own way (go your own way) NA You can go your own way (go your own way) You can call it another lonely day You can go your own way (go your own way) You can go your own way (go your own way) You can call it another lonely day NA You can go your own way You can call it another lonely day You can go your own way",57,0LfM3PGkXE6KvJEE1HkOnz,Greatest Hits,1988-11-21,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,en
2620,16SsiQFVS2ZyxqqF5OB7m8,Lovers on the Sun (feat. Sam Martin),David Guetta,"Let's light it up, let's light it up Until our hearts catch fire Then show the world a burning light That never shined so bright We'll find a way, we'll find a way To keep the cold night From breaking in over the walls Into the wild side, the hunger satisfied We're burning up We might as well be lovers on the sun We might as well be lovers on the sun We might as well be lovers on the sun We'll never know, we'll never know What stands behind the door But I got a feeling It's a feeling that's worth dying for Just close your eyes, and hold your breath Because it feels right We'll keep it moving till we make it to the other side And let's enjoy the ride! We're burning up We might as well be lovers on the sun We might as well be lovers on the sun We might as well be lovers on the sun Let's light it up, let's light it up Until our hearts catch fire And so the world, a burning light They've never shined so bright",32,0FWNOrf5X45a4O44QaUx6H,Lovers on the Sun (feat. Sam Martin),2014-06-30,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.645,0.8909999999999999,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520,en
2697,18v45bO9woyaa2EbNT0BZI,Ironic - Acoustic,Alanis Morissette,"Hey, yeah, yeah Yeah, ah-ah-ah, yeah An old man turned 98 He won the lottery, and died the next day It's a black fly in your Chardonnay It's a death row pardon two minutes too late Isn't it ironic? Don't you think? It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take And who would've thought—it figures! Mr. Play-It-Safe was afraid to fly He packed his suitcase and kissed his kids good-bye He waited his whole damn life to take that flight And as the plane crashed down he thought, ""Well, isn't this nice?"" And isn't it ironic? Don't you think? It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take And who would've thought—it figures! Well, life has a funny way of sneaking up on you When you think everything's okay and everything's going right And life has a funny way of helping you out When you think everything's gone wrong And everything blows up in your face It's a traffic jam when you're already late A no-smoking sign on your cigarette break It's like ten thousand spoons when all you need is a knife It's meeting the man of my dreams And then meeting his beautiful wife And isn't it ironic? Don't you think? A little too ironic And yeah, I really do think It's like rain on your wedding day It's a free ride when you've already paid It's the good advice that you just didn't take And who would've thought—it figures! And yeah, life has a funny way of sneaking up on you And life has a funny, funny way of helping you out Helping you out",47,0qsuMHaweGJqyC3zIAjo9N,Jagged Little Pill (Acoustic),2005-05-24,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.46,0.541,11,-9.094,1,0.0507,0.334,0.0,0.321,0.452,160.131,236453,en
2721,19kuZ0IExry8qYJ4lU2A0r,Jump - 2004 Remaster,Van Halen,"I get up, and nothing gets me down You got it tough, I've seen the toughest around And I know, baby, just how you feel You've got to roll with the punches to get to what's real Oh can't you see me standing here? I've got my back against the record machine I ain't the worst that you've seen Oh can't you see what I mean? Might as well jump (Jump!) Might as well jump Go ahead, jump (Jump!) Go ahead, jump Hey you! Who said that? Baby, how you been? You say you don't know You won't know until we begin Well can't you see me standing here? I've got my back against the record machine I ain't the worst that you've seen Oh can't you see what I mean? Might as well jump (Jump!) Go ahead, jump Might as well jump (Jump!) Go ahead, Jump! Jump! NA NA Might as well jump (Jump!) Go ahead, jump Get it and jump (Jump!) Go ahead, jump Jump! Jump! Jump! Jump!",40,2hVkDqsVl8kgY3XHLA32xk,Rhino Hi-Five: Metal,2006-05-16,80s / Classic Rock,29dTrOurPDrMcrnio2q6hZ,rock,classic rock,0.546,0.843,0,-5.8210000000000015,1,0.0326,0.12,4.98e-05,0.0618,0.7829999999999999,129.894,244107,en
2734,19wadMw1A8XejDV4p5wMt1,Didn't We Almost Have It All,Whitney Houston,Remember when we held on in the rain The night we almost lost it Once again we can take the night into tomorrow Living on feelings Touching you I feel it all again Didn't we almost have it all When love was all we had worth giving? The ride with you was worth the fall my friend Loving you makes life worth living Didn't we almost have it all? The night we hold on till the morning You know you'll never love that way again Didn't we almost have it all? The way you used to touch me felt so fine We kept our hearts together down the line A moment in the soul can last forever Comfort and keep us Help me bring the feeling back again Didn't we almost have it all When love was all we had worth giving? The ride with you was worth the fall my friend Loving you makes life worth living Didn't we almost have it all? The night we hold on till the morning You know you'll never love that way again Didn't we almost have it all? Didn't we have the best of times When love was young and new? Couldn't we reach inside and find The world of me and you? We'll never lose it again Because once you know what love is You never let it end Didn't we almost have it all When love was all we had worth giving? The ride with you was worth the fall my friend Loving you makes life worth living Didn't we almost have it all? The night we hold on till the morning You know you'll never love that way again Didn't we almost have it all? Didn't we almost have it all?,63,5Vdzprr5cOqXQo44eHeV7t,Whitney,1987-06-02,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,0.54,0.489,10,-10.151,1,0.0269,0.416,0.000915,0.142,0.336,130.984,305067,en
2738,19Ym5Sg0YyOCa6ao21bdoG,Gypsy,Fleetwood Mac,"So I'm back, to the velvet underground Back to the floor, that I love To a room with some lace and paper flowers Back to the gypsy that I was To the gypsy that I was And it all comes down to you Well you know that it does And lightning strikes, maybe once, maybe twice Oh, and it lights up the night And you see your gypsy You see your gypsy To the gypsy that remains Faces freedom with a little fear I have no fear, I have only love And if I was a child And the child was enough Enough for me to love Enough to love She is dancing away from me now She was just a wish She was just a wish And a memory is all that is left for you now You see your gypsy, oh You see your gypsy Lightning strikes, maybe once, maybe twice And it all comes down to you And it all comes down to you Lightning strikes, maybe once, maybe twice And it all comes down to you And it all comes down to you I still see your bright eyes, bright eyes And it all comes down to you I still see your bright eyes, bright eyes And it all comes down to you I still see your bright eyes, bright eyes (She was just a wish) (She was just a wish) And it all comes down to you Lightning strikes, maybe once, maybe twice And it all comes down to you",69,0LfM3PGkXE6KvJEE1HkOnz,Greatest Hits,1988-11-21,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,en
2764,1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,"Circling your, circling your, circling your head Contemplating everything you ever said Now I see the truth, I got a doubt A different motive in your eyes And now I'm out, see you later I see your fantasy You want to make it a reality paved in gold See inside, inside of our heads, yeah Well, now that's over I see your motives inside Decisions to hide Back off, I'll take you on Headstrong to take on anyone I know that you are wrong Headstrong, we're headstrong Back off, I'll take you on Headstrong to take on anyone I know that you are wrong And this is not where you belong I can't give everything away I won't give everything away Conclusions manifest Your first impression's got to be your very best I see you're full of shit and that's alright That's how you play, I guess you get through every night Well, now that's over I see your fantasy You want to make it a reality paved in gold See inside, inside of our heads, yeah Well, now that's over I see your motives inside Decisions to hide Back off, I'll take you on Headstrong to take on anyone I know that you are wrong Headstrong, we're headstrong Back off, I'll take you on Headstrong to take on anyone I know that you are wrong And this is not where you belong Where you belong (I can't give everything away) This is not where you belong (I won't give everything away) I know, I know all about I know, I know all about I know, I know all about I know, I know all about Your motives inside and your decision to hide Back off, I'll take you on Headstrong to take on anyone I know that you are wrong Headstrong, we're headstrong Back off, I'll take you on Headstrong to take on anyone I know that you are wrong And this is not where you belong Where you belong This is not where you belong (I can't give everything away) This is not where you belong (I won't give everything away) This is not where you belong",73,4jd0qgZ4gaHW6b0lgpZKWk,Trapt,2002-11-05,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.4920000000000001,0.8959999999999999,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570,en
2811,1aWV3uY3SIEZVbmv45oFWS,Creep,TLC,"Yes it's me again And I'm back Oh I oh I oh I yeah Oh I oh I oh I baby Oh I oh I oh I yeah The 22nd of loneliness and we've been through so many things I love my man with all honesty, but I know he's cheating on me I look him in his eyes but all he tells me is lies to keep me near I'll never leave him down Though I might mess around It's only cause I need some affection So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah, cause he doesn't know what I do And no attention goes to show, oh so I creep The 23rd of loneliness, and we don't talk like we used to do Now it seems pretty strange, but I'm not buggin' Cause I still feel the same, yeah, yeah I'll keep giving loving till the day he pushes me away Never go astray If he knew the things I did He couldn't handle it And I choose to keep him protected, oh So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah, cause he doesn't know what I do And no attention goes to show, oh So I creep, yeah, just keep it on the down low (I think about us baby all the time) Said nobody is supposed to know (But you know that I'm gonna need some attention, yeah, yeah) So I creep, yeah, cause he doesn't know what I do (Love you forever, baby, soul and mind) And no attention goes to show, oh (And you gotta know it, if you don't give it, I'm gonna get mine) (So I creep) Oh I oh I oh I, yeah (So I creep) Oh I oh I oh I, yeah (So I creep) Oh I oh I oh I, baby Oh I oh I oh I, yeah So I creep, yeah(I creep around because I need attention) I just keep it on the down low (Don't mess around with my affection, yeah) So I creep, yeah cause he doesn't know what I do(I creep around because I need attention Don't mess around with my affection, yeah) So I creep, yeah, I just keep it on the down low (Oh I oh I oh I, yeah, oh I oh I oh I) So I creep, yeah cause he doesn't know what I do (Oh I oh I oh I, yeah, oh I oh I oh I) So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah cause he doesn't know what I do And no attention, goes to show oh so I creep Yes it's me again And I'm back Oh I oh I oh I yeah Oh I oh I oh I baby Oh I oh I oh I yeah The 22nd of loneliness and we've been through so many things I love my man with all honesty, but I know he's cheating on me I look him in his eyes but all he tells me is lies to keep me near I'll never leave him down Though I might mess around It's only cause I need some affection So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah, cause he doesn't know what I do And no attention goes to show, oh so I creep The 23rd of loneliness, and we don't talk like we used to do Now it seems pretty strange, but I'm not buggin' Cause I still feel the same, yeah, yeah I'll keep giving loving till the day he pushes me away Never go astray If he knew the things I did He couldn't handle it And I choose to keep him protected, oh So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah, cause he doesn't know what I do And no attention goes to show, oh So I creep, yeah, just keep it on the down low (I think about us baby all the time) Said nobody is supposed to know (But you know that I'm gonna need some attention, yeah, yeah) So I creep, yeah, cause he doesn't know what I do (Love you forever, baby, soul and mind) And no attention goes to show, oh (And you gotta know it, if you don't give it, I'm gonna get mine) (So I creep) Oh I oh I oh I, yeah (So I creep) Oh I oh I oh I, yeah (So I creep) Oh I oh I oh I, baby Oh I oh I oh I, yeah So I creep, yeah(I creep around because I need attention) I just keep it on the down low (Don't mess around with my affection, yeah) So I creep, yeah cause he doesn't know what I do(I creep around because I need attention Don't mess around with my affection, yeah) So I creep, yeah, I just keep it on the down low (Oh I oh I oh I, yeah, oh I oh I oh I) So I creep, yeah cause he doesn't know what I do (Oh I oh I oh I, yeah, oh I oh I oh I) So I creep, yeah, just keep it on the down low Said nobody is supposed to know So I creep, yeah cause he doesn't know what I do And no attention, goes to show oh so I creep",66,5eg56dCpFn32neJak2vk0f,Crazysexycool,1994-11-15,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.8109999999999999,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533,en
2846,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,"I found a love for me Oh darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waitin' for me'Cause we were just kids when we fell in love Not knowin' what it was I will not give you up this time But darling, just kiss me slow, your heart is all I own And in your eyes, you're holding mine Baby, I'm dancing in the dark with you between my arms Barefoot on the grass, listening to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, darling, you look perfect tonight Well, I found a man stronger than anyone I know He shares my dreams, I hope that someday we'll share a home I found a love to carry more than just my secrets To carry love, to carry children of our own We are still kids, but we're so in love Fightin' against all odds I know we'll be alright this time Darling, just hold my hand Be your girl, you'll be my man And I see my future in your eyes Well, baby, I'm dancing in the dark with you between my arms Barefoot on the grass while listening to our favorite song When I saw you in that dress looking so beautiful I don't deserve this, darling, you look perfect tonight NA Baby, I'm dancing in the dark with you between my arms Barefoot on the grass, while listenin' to our favorite song I have faith in what I see Now I know I have met an angel in person And she looks perfect, and he looks perfect No, I don't deserve this You look perfect tonight",77,52kvZcbEDm0v2kWZQXjuuA,Perfect Duet (Ed Sheeran & Beyoncé),2017-11-30,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.5870000000000001,0.299,8,-7.365,1,0.0263,0.779,0.0,0.123,0.356,94.992,259550,en
2900,1C2QJNTmsTxCDBuIgai8QV,Resistance,Muse,"Is our secret safe tonight? And are we out of sight? Or will our world come tumbling down? Will they find our hiding place? Is this our last embrace? Or will the walls start caving in? It could be wrong, could be wrong, but it should have been right It could be wrong, could be wrong, to let our hearts ignite It could be wrong, could be wrong, are we digging a hole? It could be wrong, could be wrong, this is out of control It could be wrong, could be wrong, it can never last It could be wrong, could be wrong, must erase it fast It could be wrong, could be wrong, but it could have been right It could be wrong, could be.... Love is our resistance They'll keep us apart and they won't stop breaking us down Hold me Our lips must always be sealed If we live a life in fear I'll wait a thousand years Just to see you smile again Kill your prayers for love and peace You'll wake the thought police We can't hide the truth inside It could be wrong, could be wrong, but it should have been right It could be wrong, could be wrong, to let our hearts ignite It could be wrong, could be wrong, are we digging a hole? It could be wrong, could be wrong, this is out of control It could be wrong, could be wrong, it can never last It could be wrong, could be wrong, must erase it fast It could be wrong, could be wrong, but it could have been right It could be wrong, could be.... Love is our resistance They'll keep us apart and they won't stop breaking us down Hold me Our lips must always be sealed The night has reached its end We can't pretend We must run We must run It's time to run Take us away from here Protect us from further harm Resistance",63,0eFHYz8NmK75zSplL5qlfM,The Resistance,2009-09-10,"Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)",0dAbaJtkS9st5o0cBe1Zcu,rock,permanent wave,0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,0.0916,135.006,346693,en
2927,1Ckd4d6vkhvOp5HlAc5Ie2,Summertime - Single Edit,DJ Jazzy Jeff & The Fresh Prince,"Drums Please! Summer, summer, summertime Time to sit back and unwind Here it is the groove slightly transformed Just a bit of a break from the norm Just a little somethin' to break the monotony Of all that hardcore dance that has gotten to be A little bit out of control it's cool to dance But what about the groove that soothes that moves romance Give me a soft subtle mix And if ain't broke then don't try to fix it And think of the summers of the past Adjust the bass and let the Alpine blast Pop in my CD and let me run a rhyme And put your car on cruise and lay back 'cause this is summertime Summer, summer, summertime Time to sit back and unwind School is out and it's a sort of a buzz But back then I didn't really know what it was But now I see what have of this The way that people respond to summer madness The weather is hot and girls are dressin' less And checkin' out the fellas to tell 'em who's best Riding around in your Jeep or your Benzos Or in your Nissan sittin' on Lorenzos Back in Philly we be out in the park A place called the Plateau is where everybody goes Guys out huntin' and girls doin' likewise Honkin' at the honey in front of you with the light eyes She turn around to see what you beepin' at It's like the summer's a natural aphrodisiac And with a pen and pad I compose this rhyme To hip you and to get you equipped for the summertime Summer, summer, summertime Time to sit back and unwind It's late in the day and I ain't been on the court yet Hustle to the mall to get me a short set Yeah I got on sneaks but I need a new pair Cause basketball courts in the summer got girls there The temperature's about 88 Hop in the water plug just for old times sake Break to ya crib change your clothes once more Cause you're invited to a barbecue that's startin' at 4 Sittin' with your friends cause y'all reminisce About the days growin' up and the first person you kiss And as I think back makes me wonder how The smell from a grill could spark up nostalgia All the kids playin' out front Little boys messin' round with the girls playing double-dutch While the DJ's spinnin' a tune as the old folks dance at your family reunion Then six o'clock rolls around You just finished wipin' your car down It's time to cruise so you go to the summertime hangout It looks like a car show Everybody come lookin' real fine Fresh from the barber shop or fly from the beauty salon Every moment frontin' and maxin' Chillin' in the car they spent all day waxin'Leanin' to the side but you can't speed through Two miles an hour so everybody sees you There's an air of love and of happiness And this is the Fresh Prince's new definition of summer madness repeated till it fade out Summer, summer, summertime Time to sit back and unwind",45,5N9QAscaF9QeZS0a4ZcnwG,The Very Best Of D.J. Jazzy Jeff & The Fresh Prince,2006-06-06,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",3krpccUV68nBGAQbvHEZDC,r&b,new jack swing,0.614,0.752,7,-6.271,1,0.0652,0.00328,0.0,0.379,0.444,95.018,237093,en
2935,1CM1wOqD2AIjt2MWd31LV2,Solsbury Hill,Peter Gabriel,"Climbing up on Solsbury Hill I could see the city light Wind was blowing, time stood still Eagle flew out of the night He was something to observe Came in close, I heard a voice Standing stretching every nerve Had to listen, had no choice I did not believe the information I just had to trust imagination My heart going boom boom boom ""Son,"" he said ""Grab your things, I've come to take you home"" To keep in silence I resigned My friends would think I was a nut Turning water into wine Open doors would soon be shut So I went from day to day Though my life was in a rut'Til I thought of what I'd say Which connection I should cut I was feeling part of the scenery I walked right out of the machinery My heart going boom boom boom ""Hey,"" he said ""Grab your things, I've come to take you home""Ay, back home When illusion spin her net I'm never where I want to be And liberty she pirouette When I think that I am free Watched by empty silhouettes Who close their eyes but still can see No one taught them etiquette I will show another me Today I don't need a replacement I'll tell them what the smile on my face meant My heart going boom boom boom ""Hey"" I said ""You can keep my things, they've come to take me home""",60,4jd6oC0It60c1J3GpXCv6M,Peter Gabriel 1: Car (Remastered Version),1977-02-25,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,0.6829999999999999,0.63,11,-8.844,1,0.0296,0.363,0.0008730000000000001,0.314,0.481,102.457,261440,en
